Order_ID,Order_Date,Product,Category,Region,Quantity,Unit_Price,Unit_Cost,Sales_Channel,Payment_Method,Salesperson,Sales,Total_Cost,Profit,Profit_Margin
ORD-01105,2/14/2025,Printer,Office,Faisalabad,1,238.56,196.79,Corporate,Bank Transfer,Bilal,238.56,196.79,41.77,17.51
ORD-03876,1/15/2025,Smartphone,Electronics,Karachi,1,1064.88,710.48,Retail Store,JazzCash,Usman,1064.88,710.48,354.4,33.28
ORD-07558,8/8/2025,Wireless Mouse,Accessories,Islamabad,1,85.43,20.78,Online,Credit Card,Bilal,85.43,20.78,64.65,75.68
ORD-01753,10/17/2025,External SSD,Electronics,Islamabad,6,257.91,155.72,Corporate,Bank Transfer,Sara,1547.46,934.32,613.14,39.62
ORD-05311,3/14/2025,Monitor,Electronics,Multan,2,528.81,241.9,Retail Store,Bank Transfer,Maham,1057.62,483.8,573.82,54.26
ORD-09610,4/17/2025,Tablet,Electronics,Peshawar,1,414.09,212.14,Corporate,Bank Transfer,Sara,414.09,212.14,201.95,48.77
ORD-02917,7/4/2025,Webcam,Accessories,Rawalpindi,6,53.75,47.47,Corporate,Cash,Ali,322.5,284.82,37.68,11.68
ORD-08094,8/1/2025,Keyboard,Accessories,Lahore,2,56.83,49.13,Online,Bank Transfer,Sara,113.66,98.26,15.4,13.55
ORD-05755,4/13/2025,Monitor,Electronics,Karachi,9,447.72,340.85,Online,JazzCash,Maham,4029.48,3067.65,961.83,23.87
ORD-00153,12/4/2025,Wireless Mouse,Accessories,Faisalabad,8,88.84,28.87,Corporate,Cash,Ali,710.72,230.96,479.76,67.5
ORD-07725,4/15/2025,Headphones,Accessories,Karachi,4,52.46,42.46,Retail Store,JazzCash,Zoya,209.84,169.84,40,19.06
ORD-05680,6/18/2025,Printer,Office,Faisalabad,8,331.8,165.39,Retail Store,Debit Card,Usman,2654.4,1323.12,1331.28,50.15
ORD-03908,12/4/2025,Keyboard,Accessories,Lahore,5,49.16,33.7,Corporate,Debit Card,Zoya,245.8,168.5,77.3,31.45
ORD-09155,12/24/2025,Tablet,Electronics,Faisalabad,5,363.63,197.57,Online,Bank Transfer,Maham,1818.15,987.85,830.3,45.67
ORD-02553,5/16/2025,Webcam,Accessories,Islamabad,10,80.05,64.77,Online,Debit Card,,800.5,647.7,152.8,19.09
ORD-02774,11/13/2025,Monitor,Electronics,Karachi,9,299.38,169.16,Online,Debit Card,Maham,2694.42,1522.44,1171.98,43.5
ORD-06127,12/6/2025,Smartphone,Electronics,Karachi,7,480.01,312.29,Retail Store,Bank Transfer,Usman,3360.07,2186.03,1174.04,34.94
ORD-03552,10/23/2025,Wireless Mouse,Accessories,Karachi,4,59.15,41.35,Corporate,JazzCash,Danish,236.6,165.4,71.2,30.09
ORD-03723,11/8/2025,Laptop,Electronics,Peshawar,10,1085.49,948.32,Corporate,Bank Transfer,Zoya,10854.9,9483.2,1371.7,12.64
ORD-06672,12/15/2025,Wireless Mouse,Accessories,Sialkot,6,53.95,46.69,Retail Store,Cash,Hina,323.7,280.14,43.56,13.46
ORD-00521,7/11/2025,External SSD,Electronics,Lahore,5,195.56,93.45,Retail Store,Debit Card,Danish,977.8,467.25,510.55,52.21
ORD-08069,5/25/2025,Keyboard,Accessories,Karachi,4,55.42,43.89,Corporate,JazzCash,Zoya,221.68,175.56,46.12,20.8
ORD-04539,11/12/2025,Smartphone,Electronics,Multan,1,469.49,298.28,Retail Store,Debit Card,Maham,469.49,298.28,171.21,36.47
ORD-08905,3/26/2025,Office Chair,Furniture,Lahore,7,293.97,237.79,Online,Cash,Zoya,2057.79,1664.53,393.26,19.11
ORD-01823,8/3/2025,External SSD,Electronics,Karachi,3,148.6,133.46,Online,Cash,Sara,445.8,400.38,45.42,10.19
ORD-04087,10/26/2025,Wireless Mouse,Accessories,Multan,2,69.29,32.28,Retail Store,Debit Card,Hina,138.58,64.56,74.02,53.41
ORD-06177,4/22/2025,Webcam,Accessories,Rawalpindi,6,120.76,60.17,Retail Store,Cash,Ali,724.56,361.02,363.54,50.17
ORD-08762,3/28/2025,Keyboard,Accessories,Sialkot,9,118.49,71.23,Retail Store,Bank Transfer,Sara,1066.41,641.07,425.34,39.89
ORD-07365,11/16/2025,Desk,Furniture,Peshawar,5,508.65,272.74,Retail Store,Cash,Hina,2543.25,1363.7,1179.55,46.38
ORD-09827,6/20/2025,External SSD,Electronics,Sialkot,6,255.72,114.56,Retail Store,Credit Card,Bilal,1534.32,687.36,846.96,55.2
ORD-00310,12/2/2025,Webcam,Accessories,Islamabad,9,158.18,49.64,Retail Store,Bank Transfer,Usman,1423.62,446.76,976.86,68.62
ORD-07756,12/29/2025,Printer,Office,Rawalpindi,9,283.37,203.91,Retail Store,JazzCash,Ali,2550.33,1835.19,715.14,28.04
ORD-06499,10/7/2025,Laptop,Electronics,Faisalabad,7,1220.35,876,Retail Store,Bank Transfer,Hina,8542.45,6132,2410.45,28.22
ORD-07349,1/25/2025,Smartphone,Electronics,Rawalpindi,4,745.15,349.56,Corporate,JazzCash,Usman,2980.6,1398.24,1582.36,53.09
ORD-03600,3/7/2025,Smartphone,Electronics,Rawalpindi,2,931.15,333.63,Retail Store,JazzCash,Hamza,1862.3,667.26,1195.04,64.17
ORD-03623,3/5/2025,Laptop,Electronics,Lahore,9,1398.8,947.21,Online,Bank Transfer,Usman,12589.2,8524.89,4064.31,32.28
ORD-03812,4/16/2025,Office Chair,Furniture,Lahore,2,307.29,119.85,Corporate,Credit Card,Bilal,614.58,239.7,374.88,61
ORD-03451,10/12/2025,Laptop,Electronics,Lahore,2,989.61,858.67,Online,Bank Transfer,Ayesha,1979.22,1717.34,261.88,13.23
ORD-04592,9/4/2025,External SSD,Electronics,Karachi,5,273.98,127.34,Online,Cash,Sara,1369.9,636.7,733.2,53.52
ORD-00206,8/27/2025,Webcam,Accessories,Lahore,8,159.08,94.96,Retail Store,Cash,Ali,1272.64,759.68,512.96,40.31
ORD-09861,8/24/2025,Desk,Furniture,Sialkot,6,411.91,240.38,Retail Store,Debit Card,Ayesha,2471.46,1442.28,1029.18,41.64
ORD-01136,10/16/2025,Laptop,Electronics,Islamabad,2,1000.22,672.81,Corporate,Bank Transfer,Zoya,2000.44,1345.62,654.82,32.73
ORD-09404,9/17/2025,Monitor,Electronics,Karachi,5,493.73,222.94,Corporate,Bank Transfer,Bilal,2468.65,1114.7,1353.95,54.85
ORD-02750,4/10/2025,Printer,Office,Islamabad,4,362.02,149.84,Corporate,Debit Card,Usman,1448.08,599.36,848.72,58.61
ORD-03614,10/14/2025,Office Chair,Furniture,Islamabad,2,222.04,110.17,Corporate,JazzCash,Zoya,444.08,220.34,223.74,50.38
ORD-00306,11/16/2025,Printer,Office,Lahore,1,348.79,264.42,Corporate,Cash,Maham,348.79,264.42,84.37,24.19
ORD-01850,7/3/2025,Monitor,Electronics,Sialkot,5,324.91,276.38,Online,Credit Card,Hamza,1624.55,1381.9,242.65,14.94
ORD-06476,10/15/2025,Headphones,Accessories,Rawalpindi,4,201.28,53.57,Corporate,Cash,Sara,805.12,214.28,590.84,73.39
ORD-01989,8/17/2025,Smartphone,Electronics,Faisalabad,4,411.42,337.99,Corporate,Credit Card,Sara,1645.68,1351.96,293.72,17.85
ORD-03241,6/19/2025,Desk,Furniture,Peshawar,7,338.42,224.61,Online,Debit Card,Ayesha,2368.94,1572.27,796.67,33.63
ORD-02799,1/15/2025,Keyboard,Accessories,Peshawar,2,74.93,32.14,Corporate,Debit Card,Ayesha,149.86,64.28,85.58,57.11
ORD-04516,3/19/2025,Tablet,Electronics,Multan,2,301.78,241.23,Online,Credit Card,Danish,603.56,482.46,121.1,20.06
ORD-05631,3/1/2025,Monitor,Electronics,Rawalpindi,7,288.53,157.69,Corporate,Credit Card,Usman,2019.71,1103.83,915.88,45.35
ORD-07749,5/26/2025,Webcam,Accessories,Karachi,1,143.21,58.01,Online,Credit Card,Ayesha,143.21,58.01,85.2,59.49
ORD-03110,4/13/2025,External SSD,Electronics,Peshawar,3,223.12,180.43,Corporate,JazzCash,Ali,669.36,541.29,128.07,19.13
ORD-04940,2/5/2025,Wireless Mouse,Accessories,Lahore,7,45.6,36.91,Retail Store,Credit Card,Usman,319.2,258.37,60.83,19.06
ORD-04060,12/31/2025,Desk,Furniture,Lahore,2,639.87,441.45,Corporate,Credit Card,Usman,1279.74,882.9,396.84,31.01
ORD-01988,5/12/2025,Smartphone,Electronics,Faisalabad,9,532.07,424.19,Corporate,Cash,Hina,4788.63,3817.71,970.92,20.28
ORD-09360,6/3/2025,Headphones,Accessories,Karachi,5,73.88,53.65,Online,Bank Transfer,Ali,369.4,268.25,101.15,27.38
ORD-08894,5/31/2025,Printer,Office,Karachi,1,400.01,265.8,Corporate,Bank Transfer,Danish,400.01,265.8,134.21,33.55
ORD-07637,1/21/2025,Headphones,Accessories,Rawalpindi,8,105.14,39.97,Online,Credit Card,Usman,841.12,319.76,521.36,61.98
ORD-00384,12/29/2025,Webcam,Accessories,Lahore,7,84.28,33.28,Retail Store,JazzCash,Hina,589.96,232.96,357,60.51
ORD-05635,8/30/2025,Monitor,Electronics,Rawalpindi,7,384.67,296.64,Corporate,Credit Card,Ayesha,2692.69,2076.48,616.21,22.88
ORD-04308,8/4/2025,External SSD,Electronics,Faisalabad,10,171.18,127.7,Retail Store,JazzCash,Sara,1711.8,1277,434.8,25.4
ORD-03389,7/1/2025,Monitor,Electronics,Peshawar,9,480.49,364.94,Online,Debit Card,Maham,4324.41,3284.46,1039.95,24.05
ORD-03157,3/14/2025,Keyboard,Accessories,Lahore,7,109.77,76.76,Retail Store,Credit Card,Zoya,768.39,537.32,231.07,30.07
ORD-03689,10/7/2025,Headphones,Accessories,Peshawar,7,106.79,85.11,Corporate,Bank Transfer,Hina,747.53,595.77,151.76,20.3
ORD-02728,11/9/2025,Wireless Mouse,Accessories,Lahore,8,44.33,13.07,Online,Bank Transfer,Danish,354.64,104.56,250.08,70.52
ORD-07171,6/21/2025,Smartphone,Electronics,Islamabad,5,400.22,290.89,Retail Store,Cash,Usman,2001.1,1454.45,546.65,27.32
ORD-06308,8/23/2025,Wireless Mouse,Accessories,Peshawar,2,72.38,49.3,Online,Bank Transfer,Ali,144.76,98.6,46.16,31.89
ORD-08704,10/18/2025,Office Chair,Furniture,Peshawar,4,276.55,130.51,Retail Store,Credit Card,Usman,1106.2,522.04,584.16,52.81
ORD-08385,8/2/2025,Monitor,Electronics,Peshawar,5,455.23,190.4,Online,Cash,Zoya,2276.15,952,1324.15,58.17
ORD-06066,7/17/2025,External SSD,Electronics,Peshawar,2,89.19,62.01,Retail Store,Cash,Ali,178.38,124.02,54.36,30.47
ORD-03833,7/15/2025,Webcam,Accessories,Faisalabad,4,58.19,45.76,Corporate,Debit Card,Danish,232.76,183.04,49.72,21.36
ORD-08725,2/15/2025,External SSD,Electronics,Karachi,8,111.98,82.65,Retail Store,Credit Card,Hina,895.84,661.2,234.64,26.19
ORD-04777,10/14/2025,Webcam,Accessories,Rawalpindi,9,62.15,41.38,Corporate,Credit Card,Usman,559.35,372.42,186.93,33.42
ORD-04277,3/23/2025,Keyboard,Accessories,Faisalabad,5,85.79,54.09,Retail Store,Credit Card,Hamza,428.95,270.45,158.5,36.95
ORD-00254,2/12/2025,Smartphone,Electronics,Sialkot,10,353.84,302.18,Online,Bank Transfer,Hina,3538.4,3021.8,516.6,14.6
ORD-06201,7/21/2025,External SSD,Electronics,Karachi,3,108.65,94.55,Online,Debit Card,Hina,325.95,283.65,42.3,12.98
ORD-09611,12/13/2025,Laptop,Electronics,Rawalpindi,2,904.22,713.6,Retail Store,Debit Card,Danish,1808.44,1427.2,381.24,21.08
ORD-07323,4/8/2025,Laptop,Electronics,Lahore,7,1295.76,1057.57,Retail Store,JazzCash,Hina,9070.32,7402.99,1667.33,18.38
ORD-00279,9/16/2025,Headphones,Accessories,Faisalabad,3,102.42,37.91,Corporate,Bank Transfer,Sara,307.26,113.73,193.53,62.99
ORD-03253,1/3/2025,Printer,Office,Rawalpindi,9,404.31,323.94,Corporate,Cash,Usman,3638.79,2915.46,723.33,19.88
ORD-02481,6/13/2025,Laptop,Electronics,Karachi,2,1343.43,853.18,Online,Credit Card,Sara,2686.86,1706.36,980.5,36.49
ORD-00290,3/13/2025,Keyboard,Accessories,Peshawar,3,39.93,35.13,Retail Store,Cash,Danish,119.79,105.39,14.4,12.02
ORD-06115,11/3/2025,Tablet,Electronics,Peshawar,9,488.98,201.87,Corporate,Cash,Usman,4400.82,1816.83,2583.99,58.72
ORD-03076,10/8/2025,Printer,Office,Lahore,1,421.41,223.62,Online,JazzCash,Sara,421.41,223.62,197.79,46.94
ORD-08142,3/8/2025,Tablet,Electronics,Rawalpindi,9,737.14,345.47,Retail Store,Credit Card,Hina,6634.26,3109.23,3525.03,53.13
ORD-07633,2/27/2025,Webcam,Accessories,Islamabad,8,148.67,35.28,Online,Credit Card,Bilal,1189.36,282.24,907.12,76.27
ORD-06433,5/23/2025,Office Chair,Furniture,Lahore,10,272,116.82,Online,Debit Card,Ali,2720,1168.2,1551.8,57.05
ORD-05090,7/10/2025,Webcam,Accessories,Lahore,2,133.85,27.5,Corporate,Bank Transfer,Danish,267.7,55,212.7,79.45
ORD-07318,4/6/2025,Keyboard,Accessories,Karachi,1,98.2,67.83,Corporate,Debit Card,Ali,98.2,67.83,30.37,30.93
ORD-09738,11/1/2025,External SSD,Electronics,Faisalabad,5,285.92,62.61,Corporate,Bank Transfer,Danish,1429.6,313.05,1116.55,78.1
ORD-08421,11/4/2025,Headphones,Accessories,Faisalabad,10,184.82,52.61,Retail Store,Credit Card,Usman,1848.2,526.1,1322.1,71.53
ORD-08977,9/1/2025,Smartphone,Electronics,Rawalpindi,7,350.94,257.03,Corporate,Bank Transfer,Maham,2456.58,1799.21,657.37,26.76
ORD-06150,7/21/2025,Tablet,Electronics,Rawalpindi,8,743.55,555.09,Retail Store,Bank Transfer,Hina,5948.4,4440.72,1507.68,25.35
ORD-07790,12/14/2025,Printer,Office,Islamabad,4,431.69,266.39,Corporate,Cash,Maham,1726.76,1065.56,661.2,38.29
ORD-00271,6/30/2025,Desk,Furniture,Sialkot,1,691.62,315.39,Online,Debit Card,Maham,691.62,315.39,376.23,54.4
ORD-06010,3/7/2025,Desk,Furniture,Karachi,9,491.65,251.5,Online,Bank Transfer,Maham,4424.85,2263.5,2161.35,48.85
ORD-04571,11/27/2025,Monitor,Electronics,Peshawar,6,468.67,352.24,Corporate,JazzCash,Bilal,2812.02,2113.44,698.58,24.84
ORD-09856,6/11/2025,Laptop,Electronics,Sialkot,10,1457.51,1030.72,Online,Debit Card,Hina,14575.1,10307.2,4267.9,29.28
ORD-08040,11/4/2025,Keyboard,Accessories,Multan,8,39.57,34.07,Corporate,Cash,Maham,316.56,272.56,44,13.9
ORD-02972,9/4/2025,Office Chair,Furniture,Rawalpindi,7,245.97,101.12,Retail Store,Credit Card,Ali,1721.79,707.84,1013.95,58.89
ORD-07978,6/29/2025,Tablet,Electronics,Peshawar,3,791.09,552.5,Online,Debit Card,Sara,2373.27,1657.5,715.77,30.16
ORD-09526,11/2/2025,Tablet,Electronics,Multan,5,319.88,224.06,Online,Bank Transfer,Danish,1599.4,1120.3,479.1,29.95
ORD-04208,2/16/2025,Monitor,Electronics,Islamabad,8,461.8,307.13,Retail Store,Bank Transfer,Usman,3694.4,2457.04,1237.36,33.49
ORD-03219,5/5/2025,Desk,Furniture,Karachi,5,598.58,469.39,Retail Store,Cash,Ali,2992.9,2346.95,645.95,21.58
ORD-01392,3/23/2025,Tablet,Electronics,Rawalpindi,9,540.53,192.45,Online,Credit Card,Maham,4864.77,1732.05,3132.72,64.4
ORD-03976,3/18/2025,Headphones,Accessories,Islamabad,9,167.52,43.74,Corporate,Debit Card,Maham,1507.68,393.66,1114.02,73.89
ORD-04317,8/3/2025,Wireless Mouse,Accessories,Peshawar,1,27.68,22.78,Retail Store,Debit Card,Danish,27.68,22.78,4.9,17.7
ORD-06729,4/1/2025,Office Chair,Furniture,Faisalabad,1,186.51,145.56,Retail Store,Bank Transfer,Usman,186.51,145.56,40.95,21.96
ORD-07673,9/2/2025,Desk,Furniture,Peshawar,2,258.39,177.82,Online,Cash,Danish,516.78,355.64,161.14,31.18
ORD-07483,2/14/2025,Webcam,Accessories,Karachi,9,51.1,34.03,Online,Cash,Ayesha,459.9,306.27,153.63,33.41
ORD-00084,6/17/2025,External SSD,Electronics,Peshawar,6,252.5,160.01,Retail Store,Debit Card,Sara,1515,960.06,554.94,36.63
ORD-00874,1/17/2025,Keyboard,Accessories,Sialkot,5,74.32,58.2,Corporate,Cash,Usman,371.6,291,80.6,21.69
ORD-09626,10/21/2025,Smartphone,Electronics,Sialkot,9,1085.78,629.86,Online,Credit Card,Ali,9772.02,5668.74,4103.28,41.99
ORD-07670,1/23/2025,Desk,Furniture,Multan,8,336.68,233.91,Online,JazzCash,Bilal,2693.44,1871.28,822.16,30.52
ORD-04558,9/21/2025,Keyboard,Accessories,Multan,9,80.01,41.11,Online,Bank Transfer,Zoya,720.09,369.99,350.1,48.62
ORD-04501,6/2/2025,Monitor,Electronics,Multan,3,245.46,201.94,Retail Store,Cash,Hina,736.38,605.82,130.56,17.73
ORD-04648,1/28/2025,Monitor,Electronics,Rawalpindi,7,344.2,188.48,Online,Credit Card,Ayesha,2409.4,1319.36,1090.04,45.24
ORD-02039,9/23/2025,External SSD,Electronics,Islamabad,2,215.56,162.57,Retail Store,Cash,Ayesha,431.12,325.14,105.98,24.58
ORD-09715,3/22/2025,Tablet,Electronics,Multan,8,745.48,486.44,Retail Store,JazzCash,Sara,5963.84,3891.52,2072.32,34.75
ORD-06943,7/15/2025,Desk,Furniture,Karachi,10,376.13,195.38,Retail Store,Credit Card,Zoya,3761.3,1953.8,1807.5,48.06
ORD-02451,7/9/2025,Wireless Mouse,Accessories,Peshawar,6,51.76,33.67,Online,JazzCash,Ayesha,310.56,202.02,108.54,34.95
ORD-03955,10/24/2025,External SSD,Electronics,Sialkot,8,218.48,128.72,Corporate,Debit Card,Danish,1747.84,1029.76,718.08,41.08
ORD-02330,9/19/2025,Wireless Mouse,Accessories,Peshawar,6,66.41,11.6,Online,JazzCash,Hamza,398.46,69.6,328.86,82.53
ORD-09144,3/2/2025,Monitor,Electronics,Sialkot,6,296.76,233.42,Online,JazzCash,Ayesha,1780.56,1400.52,380.04,21.34
ORD-07078,11/11/2025,Office Chair,Furniture,Peshawar,6,351.6,264.06,Online,Cash,Sara,2109.6,1584.36,525.24,24.9
ORD-05043,10/12/2025,Smartphone,Electronics,Sialkot,9,625.87,326.23,Corporate,Bank Transfer,Maham,5632.83,2936.07,2696.76,47.88
ORD-09384,11/18/2025,Wireless Mouse,Accessories,Sialkot,5,81.85,33.66,Corporate,JazzCash,Ali,409.25,168.3,240.95,58.88
ORD-04747,3/11/2025,Webcam,Accessories,Rawalpindi,5,71.65,59.62,Online,Cash,Ayesha,358.25,298.1,60.15,16.79
ORD-09387,12/8/2025,Smartphone,Electronics,Multan,3,786,290.31,Retail Store,Bank Transfer,Maham,2358,870.93,1487.07,63.06
ORD-08089,8/1/2025,External SSD,Electronics,Lahore,6,243.76,113.89,Online,Credit Card,Danish,1462.56,683.34,779.22,53.28
ORD-06522,7/2/2025,Headphones,Accessories,Faisalabad,2,218.62,73.98,Retail Store,Debit Card,Zoya,437.24,147.96,289.28,66.16
ORD-09880,5/8/2025,Webcam,Accessories,Sialkot,9,75.76,35.83,Retail Store,Debit Card,Hina,681.84,322.47,359.37,52.71
ORD-06384,8/2/2025,Desk,Furniture,Islamabad,4,607.03,365.01,Retail Store,Debit Card,Usman,2428.12,1460.04,968.08,39.87
ORD-02402,5/23/2025,Printer,Office,Multan,10,465.42,248.75,Corporate,Cash,Maham,4654.2,2487.5,2166.7,46.55
ORD-05521,10/18/2025,Laptop,Electronics,Multan,3,908.29,721.16,Retail Store,Bank Transfer,Hamza,2724.87,2163.48,561.39,20.6
ORD-01217,10/10/2025,Headphones,Accessories,Lahore,6,130.83,69.58,Online,JazzCash,Danish,784.98,417.48,367.5,46.82
ORD-08715,4/9/2025,Keyboard,Accessories,Multan,9,105.21,40.94,Retail Store,Debit Card,Ayesha,946.89,368.46,578.43,61.09
ORD-06021,5/16/2025,Monitor,Electronics,Rawalpindi,10,506.87,324.78,Corporate,Cash,Ayesha,5068.7,3247.8,1820.9,35.92
ORD-09075,11/19/2025,External SSD,Electronics,Peshawar,3,298.55,156.63,Corporate,JazzCash,Danish,895.65,469.89,425.76,47.54
ORD-01065,8/16/2025,Monitor,Electronics,Peshawar,1,302.92,155.31,Corporate,Debit Card,Bilal,302.92,155.31,147.61,48.73
ORD-03787,10/16/2025,Laptop,Electronics,Peshawar,7,1191.21,766.07,Corporate,JazzCash,Hina,8338.47,5362.49,2975.98,35.69
ORD-04411,5/27/2025,Desk,Furniture,Karachi,6,389.75,324.42,Corporate,Cash,Ayesha,2338.5,1946.52,391.98,16.76
ORD-06999,11/7/2025,External SSD,Electronics,Peshawar,7,117.59,96.56,Retail Store,Debit Card,Sara,823.13,675.92,147.21,17.88
ORD-06792,11/12/2025,Headphones,Accessories,Sialkot,1,144.07,100.75,Corporate,Cash,Usman,144.07,100.75,43.32,30.07
ORD-05524,11/26/2025,Webcam,Accessories,Multan,9,51.79,43.81,Online,Credit Card,Danish,466.11,394.29,71.82,15.41
ORD-05997,3/17/2025,Wireless Mouse,Accessories,Islamabad,1,29.34,10.74,Retail Store,Debit Card,Maham,29.34,10.74,18.6,63.39
ORD-08853,6/21/2025,External SSD,Electronics,Islamabad,10,246.3,159.42,Corporate,JazzCash,Ayesha,2463,1594.2,868.8,35.27
ORD-05889,10/1/2025,Laptop,Electronics,Multan,10,1061.25,784.65,Retail Store,Credit Card,Zoya,10612.5,7846.5,2766,26.06
ORD-02162,12/23/2025,Headphones,Accessories,Lahore,8,68.28,55.03,Online,Credit Card,Usman,546.24,440.24,106,19.41
ORD-03009,12/18/2025,Headphones,Accessories,Rawalpindi,10,134.46,57.92,Corporate,Credit Card,Ayesha,1344.6,579.2,765.4,56.92
ORD-01106,1/26/2025,Headphones,Accessories,Karachi,9,195.55,49.19,Online,Cash,Hina,1759.95,442.71,1317.24,74.85
ORD-06686,5/17/2025,Tablet,Electronics,Rawalpindi,5,587.19,342.27,Retail Store,Credit Card,Maham,2935.95,1711.35,1224.6,41.71
ORD-00693,4/4/2025,Printer,Office,Peshawar,7,381.47,328.96,Corporate,Debit Card,Danish,2670.29,2302.72,367.57,13.77
ORD-07548,1/19/2025,Office Chair,Furniture,Sialkot,5,338.11,206.93,Corporate,Credit Card,Maham,1690.55,1034.65,655.9,38.8
ORD-04957,10/9/2025,Webcam,Accessories,Islamabad,8,154.89,77.89,Corporate,Debit Card,Danish,1239.12,623.12,616,49.71
ORD-06628,11/1/2025,Printer,Office,Islamabad,1,348.39,254.86,Retail Store,Bank Transfer,Ayesha,348.39,254.86,93.53,26.85
ORD-08499,4/1/2025,Tablet,Electronics,Multan,1,619.76,443.31,Online,Credit Card,Bilal,619.76,443.31,176.45,28.47
ORD-04370,7/4/2025,Printer,Office,Islamabad,1,293.98,229.1,Retail Store,Debit Card,Hina,293.98,229.1,64.88,22.07
ORD-02766,4/25/2025,Smartphone,Electronics,Karachi,6,975.08,714.49,Online,JazzCash,Bilal,5850.48,4286.94,1563.54,26.72
ORD-03930,1/16/2025,Printer,Office,Faisalabad,3,243.14,173.37,Online,Debit Card,Usman,729.42,520.11,209.31,28.7
ORD-08305,5/23/2025,Headphones,Accessories,Rawalpindi,4,169.61,57.41,Online,Debit Card,Danish,678.44,229.64,448.8,66.15
ORD-09740,12/19/2025,Monitor,Electronics,Sialkot,1,526.62,384.19,Online,Debit Card,Bilal,526.62,384.19,142.43,27.05
ORD-08772,9/16/2025,Desk,Furniture,Karachi,10,292.82,226.75,Retail Store,Debit Card,Hina,2928.2,2267.5,660.7,22.56
ORD-06427,2/23/2025,Keyboard,Accessories,Sialkot,9,70,48.42,Online,Bank Transfer,Hina,630,435.78,194.22,30.83
ORD-00629,3/14/2025,Monitor,Electronics,Sialkot,10,478.15,403.14,Online,Cash,Ali,4781.5,4031.4,750.1,15.69
ORD-02452,3/1/2025,Headphones,Accessories,Peshawar,6,94.89,38.21,Retail Store,Bank Transfer,Danish,569.34,229.26,340.08,59.73
ORD-06769,8/16/2025,Laptop,Electronics,Faisalabad,9,1033.53,761.88,Corporate,JazzCash,Ayesha,9301.77,6856.92,2444.85,26.28
ORD-06609,6/18/2025,Smartphone,Electronics,Peshawar,6,504.52,225.13,Corporate,JazzCash,Ayesha,3027.12,1350.78,1676.34,55.38
ORD-03825,9/21/2025,Headphones,Accessories,Lahore,1,182.53,94.97,Retail Store,Bank Transfer,Sara,182.53,94.97,87.56,47.97
ORD-09915,9/27/2025,Laptop,Electronics,Peshawar,3,1425.17,854.65,Retail Store,Debit Card,Danish,4275.51,2563.95,1711.56,40.03
ORD-02653,2/17/2025,Wireless Mouse,Accessories,Rawalpindi,8,40.02,26.77,Corporate,JazzCash,Usman,320.16,214.16,106,33.11
ORD-09127,3/18/2025,Desk,Furniture,Faisalabad,10,394.72,192.6,Retail Store,Credit Card,Sara,3947.2,1926,2021.2,51.21
ORD-03744,8/5/2025,Monitor,Electronics,Lahore,9,234.39,152.01,Retail Store,Credit Card,Ayesha,2109.51,1368.09,741.42,35.15
ORD-02177,9/20/2025,Smartphone,Electronics,Karachi,6,599.02,467.22,Retail Store,JazzCash,Ali,3594.12,2803.32,790.8,22
ORD-09927,3/26/2025,Smartphone,Electronics,Rawalpindi,1,457.71,374.57,Corporate,JazzCash,Danish,457.71,374.57,83.14,18.16
ORD-09283,3/19/2025,Office Chair,Furniture,Multan,9,341.16,146.26,Retail Store,Bank Transfer,Maham,3070.44,1316.34,1754.1,57.13
ORD-03319,3/1/2025,Laptop,Electronics,Faisalabad,3,1057.22,705.31,Corporate,Credit Card,Danish,3171.66,2115.93,1055.73,33.29
ORD-06373,4/21/2025,Printer,Office,Karachi,4,416.99,343.02,Online,Cash,Danish,1667.96,1372.08,295.88,17.74
ORD-02788,4/7/2025,Office Chair,Furniture,Rawalpindi,10,402.86,236.55,Online,Credit Card,Hina,4028.6,2365.5,1663.1,41.28
ORD-04106,1/2/2025,Tablet,Electronics,Rawalpindi,3,704.63,205,Corporate,JazzCash,Zoya,2113.89,615,1498.89,70.91
ORD-06385,7/28/2025,Headphones,Accessories,Sialkot,1,150.49,45.66,Online,Cash,Ayesha,150.49,45.66,104.83,69.66
ORD-01677,11/19/2025,Laptop,Electronics,Islamabad,8,997.31,892.06,Online,Credit Card,Ali,7978.48,7136.48,842,10.55
ORD-03948,10/24/2025,Keyboard,Accessories,Islamabad,6,101.99,68.89,Retail Store,Bank Transfer,Ayesha,611.94,413.34,198.6,32.45
ORD-04445,10/26/2025,Wireless Mouse,Accessories,Rawalpindi,2,57.35,39.95,Online,JazzCash,Zoya,114.7,79.9,34.8,30.34
ORD-02937,7/11/2025,Desk,Furniture,Lahore,3,299.99,192.96,Corporate,Credit Card,Bilal,899.97,578.88,321.09,35.68
ORD-06692,1/16/2025,Smartphone,Electronics,Rawalpindi,10,831.4,485.7,Corporate,Debit Card,Sara,8314,4857,3457,41.58
ORD-07802,8/17/2025,Monitor,Electronics,Islamabad,7,549.68,183.2,Retail Store,Bank Transfer,Zoya,3847.76,1282.4,2565.36,66.67
ORD-05723,7/19/2025,Keyboard,Accessories,Lahore,10,37.93,31.93,Retail Store,Cash,Ayesha,379.3,319.3,60,15.82
ORD-07476,6/21/2025,Monitor,Electronics,Islamabad,1,454.22,211.71,Retail Store,Debit Card,Maham,454.22,211.71,242.51,53.39
