Order_ID,Order_Date,Product,Category,Region,Quantity,Unit_Price,Unit_Cost,Sales_Channel,Payment_Method,Salesperson,Sales,Total_Cost,Profit,Profit_Margin,Order_Year,Order_Month,Order_Day
ORD-03522,2025-03-31,Smartphone,Electronics,Peshawar,2,1104.17,817.24,Retail Store,Credit Card,Bilal,2208.34,1634.48,573.86,25.99,2025,3,31
ORD-02731,2025-06-11,External SSD,Electronics,Lahore,9,163.66,134.77,Corporate,Credit Card,Zoya,1472.94,1212.93,260.01,17.65,2025,6,11
ORD-05522,2025-07-28,Headphones,Accessories,Sialkot,4,176.74,118.92,Retail Store,Bank Transfer,Bilal,706.96,475.68,231.28,32.71,2025,7,28
ORD-04479,2025-07-26,Office Chair,Furniture,Faisalabad,1,361.47,269.98,Corporate,JazzCash,Zoya,361.47,269.98,91.49,25.31,2025,7,26
ORD-01597,2025-05-27,Wireless Mouse,Accessories,Karachi,9,36.61,23.68,Retail Store,JazzCash,Sara,329.49,213.12,116.37,35.32,2025,5,27
ORD-07913,2025-02-01,Desk,Furniture,Lahore,3,287.16,187.33,Corporate,JazzCash,Usman,861.48,561.99,299.49,34.76,2025,2,1
ORD-02585,2025-04-17,External SSD,Electronics,Islamabad,1,138.95,77.7,Retail Store,JazzCash,Sara,138.95,77.7,61.25,44.08,2025,4,17
ORD-05467,2025-04-13,Desk,Furniture,Islamabad,4,559.82,170.51,Corporate,JazzCash,Sara,2239.28,682.04,1557.24,69.54,2025,4,13
ORD-03197,2025-01-03,Printer,Office,Sialkot,7,311.1,150.97,Corporate,Debit Card,Ali,2177.7,1056.79,1120.91,51.47,2025,1,3
ORD-07403,2025-01-25,External SSD,Electronics,Multan,3,122.65,76.95,Retail Store,Credit Card,Hamza,367.95,230.85,137.1,37.26,2025,1,25
ORD-07717,2025-11-03,Headphones,Accessories,Karachi,9,199.91,75.19,Online,Bank Transfer,Ali,1799.19,676.71,1122.48,62.39,2025,11,3
ORD-09787,2025-11-19,Keyboard,Accessories,Sialkot,8,103.74,71.89,Corporate,Credit Card,Hina,829.92,575.12,254.8,30.7,2025,11,19
ORD-01259,2025-08-03,Webcam,Accessories,Rawalpindi,6,131.39,80.37,Retail Store,Debit Card,Hina,788.34,482.22,306.12,38.83,2025,8,3
ORD-07998,2025-02-19,Keyboard,Accessories,Karachi,8,47.68,39.53,Online,Bank Transfer,Danish,381.44,316.24,65.2,17.09,2025,2,19
ORD-00992,2025-07-29,Laptop,Electronics,Sialkot,1,1348.5,737.28,Corporate,Bank Transfer,Hina,1348.5,737.28,611.22,45.33,2025,7,29
ORD-03505,2025-08-04,Wireless Mouse,Accessories,Lahore,8,35.91,14.12,Corporate,Cash,Bilal,287.28,112.96,174.32,60.68,2025,8,4
ORD-00114,2025-12-26,Printer,Office,Karachi,9,328.79,292.03,Retail Store,Cash,Maham,2959.11,2628.27,330.84,11.18,2025,12,26
ORD-00920,2025-04-11,Tablet,Electronics,Sialkot,6,552.1,354.17,Retail Store,Debit Card,Ali,3312.6,2125.02,1187.58,35.85,2025,4,11
ORD-02510,2025-04-26,Desk,Furniture,Lahore,2,597.19,205.52,Retail Store,Bank Transfer,Hina,1194.38,411.04,783.34,65.59,2025,4,26
ORD-09424,2025-03-30,Keyboard,Accessories,Lahore,3,64.61,38.32,Corporate,Bank Transfer,Zoya,193.83,114.96,78.87,40.69,2025,3,30
ORD-00166,2025-04-03,Monitor,Electronics,Islamabad,3,317.28,253.67,Corporate,Bank Transfer,Zoya,951.84,761.01,190.83,20.05,2025,4,3
ORD-05289,2025-05-01,Printer,Office,Lahore,2,445.5,285.16,Online,Debit Card,Danish,891.0,570.32,320.68,35.99,2025,5,1
ORD-04604,2025-03-20,Monitor,Electronics,Peshawar,9,529.05,167.88,Corporate,Bank Transfer,Zoya,4761.45,1510.92,3250.53,68.27,2025,3,20
ORD-00950,2025-02-07,Monitor,Electronics,Rawalpindi,5,405.08,171.19,Online,Debit Card,Usman,2025.4,855.95,1169.45,57.74,2025,2,7
ORD-04595,2025-08-27,Office Chair,Furniture,Sialkot,8,366.9,223.18,Corporate,Credit Card,Ali,2935.2,1785.44,1149.76,39.17,2025,8,27
ORD-05754,2025-11-12,Desk,Furniture,Rawalpindi,2,260.35,204.73,Online,Bank Transfer,Usman,520.7,409.46,111.24,21.36,2025,11,12
ORD-03771,2025-05-10,Headphones,Accessories,Peshawar,7,165.94,74.26,Retail Store,Credit Card,Ayesha,1161.58,519.82,641.76,55.25,2025,5,10
ORD-02507,2025-10-06,Office Chair,Furniture,Faisalabad,1,401.84,240.64,Retail Store,Credit Card,Hamza,401.84,240.64,161.2,40.12,2025,10,6
ORD-05108,2025-04-03,Printer,Office,Islamabad,8,431.82,268.26,Retail Store,Debit Card,Usman,3454.56,2146.08,1308.48,37.88,2025,4,3
ORD-02851,2025-06-06,Monitor,Electronics,Multan,2,487.37,154.17,Corporate,Bank Transfer,Ayesha,974.74,308.34,666.4,68.37,2025,6,6
ORD-06516,2025-11-01,Tablet,Electronics,Rawalpindi,8,750.39,336.68,Corporate,Credit Card,Ayesha,6003.12,2693.44,3309.68,55.13,2025,11,1
ORD-08814,2025-09-30,Smartphone,Electronics,Multan,9,948.46,503.4,Corporate,Bank Transfer,Bilal,8536.14,4530.6,4005.54,46.92,2025,9,30
ORD-07477,2025-07-11,Office Chair,Furniture,Lahore,6,329.14,143.2,Online,Cash,Usman,1974.84,859.2,1115.64,56.49,2025,7,11
ORD-04447,2025-02-09,Webcam,Accessories,Peshawar,2,128.61,84.19,Corporate,Bank Transfer,Bilal,257.22,168.38,88.84,34.54,2025,2,9
ORD-04461,2025-11-24,Printer,Office,Sialkot,6,305.46,197.22,Online,Bank Transfer,Zoya,1832.76,1183.32,649.44,35.44,2025,11,24
ORD-06839,2025-06-08,Monitor,Electronics,Karachi,4,230.38,156.45,Corporate,Cash,Usman,921.52,625.8,295.72,32.09,2025,6,8
ORD-02506,2025-02-28,Smartphone,Electronics,Islamabad,4,834.87,432.5,Corporate,Debit Card,Maham,3339.48,1730.0,1609.48,48.2,2025,2,28
ORD-01115,2025-02-07,External SSD,Electronics,Islamabad,1,197.66,69.34,Online,Bank Transfer,Ayesha,197.66,69.34,128.32,64.92,2025,2,7
ORD-09377,2025-09-04,Webcam,Accessories,Rawalpindi,5,147.25,26.96,Corporate,Cash,Danish,736.25,134.8,601.45,81.69,2025,9,4
ORD-00299,2025-06-01,External SSD,Electronics,Rawalpindi,8,246.01,71.14,Online,Credit Card,Sara,1968.08,569.12,1398.96,71.08,2025,6,1
ORD-01676,2025-02-09,Monitor,Electronics,Sialkot,5,222.1,187.12,Corporate,JazzCash,Zoya,1110.5,935.6,174.9,15.75,2025,2,9
ORD-03348,2025-08-16,Monitor,Electronics,Faisalabad,3,485.14,318.66,Corporate,Cash,Ali,1455.42,955.98,499.44,34.32,2025,8,16
ORD-02736,2025-07-06,Monitor,Electronics,Rawalpindi,1,412.22,346.88,Online,Bank Transfer,Ayesha,412.22,346.88,65.34,15.85,2025,7,6
ORD-07855,2025-09-17,Webcam,Accessories,Multan,7,79.44,65.99,Corporate,Cash,Ali,556.08,461.93,94.15,16.93,2025,9,17
ORD-04989,2025-06-02,Headphones,Accessories,Rawalpindi,4,172.76,51.85,Online,Debit Card,Zoya,691.04,207.4,483.64,69.99,2025,6,2
ORD-09016,2025-10-08,Webcam,Accessories,Sialkot,6,138.61,65.85,Retail Store,Cash,Ayesha,831.66,395.1,436.56,52.49,2025,10,8
ORD-07798,2025-11-11,Office Chair,Furniture,Rawalpindi,7,228.75,197.53,Online,Bank Transfer,Zoya,1601.25,1382.71,218.54,13.65,2025,11,11
ORD-04326,2025-02-22,External SSD,Electronics,Karachi,3,94.82,79.76,Online,Debit Card,Hina,284.46,239.28,45.18,15.88,2025,2,22
ORD-06751,2025-01-09,Keyboard,Accessories,Sialkot,10,44.97,38.63,Online,Credit Card,Usman,449.7,386.3,63.4,14.1,2025,1,9
ORD-05941,2025-11-18,Office Chair,Furniture,Faisalabad,7,249.2,112.32,Corporate,Cash,Danish,1744.4,786.24,958.16,54.93,2025,11,18
ORD-04551,2025-11-21,Smartphone,Electronics,Islamabad,6,1058.89,747.61,Online,Cash,Hina,6353.34,4485.66,1867.68,29.4,2025,11,21
ORD-08871,2025-02-28,Office Chair,Furniture,Peshawar,6,174.99,111.75,Retail Store,Credit Card,Bilal,1049.94,670.5,379.44,36.14,2025,2,28
ORD-07883,2025-01-23,Laptop,Electronics,Karachi,10,1499.14,938.06,Online,Credit Card,Usman,14991.4,9380.6,5610.8,37.43,2025,1,23
ORD-02104,2025-09-25,Printer,Office,Karachi,8,321.47,220.44,Corporate,Cash,Zoya,2571.76,1763.52,808.24,31.43,2025,9,25
ORD-05841,2025-08-02,External SSD,Electronics,Sialkot,2,155.76,124.87,Online,JazzCash,Danish,311.52,249.74,61.78,19.83,2025,8,2
ORD-06793,2025-08-01,Office Chair,Furniture,Faisalabad,3,328.9,122.16,Corporate,Cash,Usman,986.7,366.48,620.22,62.86,2025,8,1
ORD-07488,2025-01-30,Laptop,Electronics,Islamabad,4,931.43,656.24,Corporate,Debit Card,Zoya,3725.72,2624.96,1100.76,29.54,2025,1,30
ORD-01838,2025-08-26,Tablet,Electronics,Karachi,9,406.5,240.75,Corporate,Debit Card,Danish,3658.5,2166.75,1491.75,40.77,2025,8,26
ORD-07938,2025-09-22,Webcam,Accessories,Faisalabad,5,111.67,26.21,Corporate,JazzCash,Hina,558.35,131.05,427.3,76.53,2025,9,22
ORD-08337,2025-09-10,Printer,Office,Islamabad,6,284.73,182.12,Corporate,Credit Card,Sara,1708.38,1092.72,615.66,36.04,2025,9,10
ORD-09474,2025-09-14,Tablet,Electronics,Peshawar,2,648.21,240.36,Retail Store,JazzCash,Danish,1296.42,480.72,815.7,62.92,2025,9,14
ORD-00608,2025-07-10,Wireless Mouse,Accessories,Islamabad,10,43.81,34.18,Online,Cash,Sara,438.1,341.8,96.3,21.98,2025,7,10
ORD-06063,2025-06-28,Laptop,Electronics,Peshawar,1,925.27,779.25,Online,Credit Card,Sara,925.27,779.25,146.02,15.78,2025,6,28
ORD-01094,2025-01-04,Webcam,Accessories,Multan,10,117.0,33.43,Online,JazzCash,Sara,1170.0,334.3,835.7,71.43,2025,1,4
ORD-08043,2025-08-26,Webcam,Accessories,Peshawar,7,100.68,86.38,Retail Store,Bank Transfer,Danish,704.76,604.66,100.1,14.2,2025,8,26
ORD-07382,2025-08-05,Office Chair,Furniture,Islamabad,6,433.78,103.06,Corporate,Debit Card,Maham,2602.68,618.36,1984.32,76.24,2025,8,5
ORD-08984,2025-08-25,Tablet,Electronics,Rawalpindi,4,425.84,345.88,Online,Credit Card,Usman,1703.36,1383.52,319.84,18.78,2025,8,25
ORD-04488,2025-12-09,Monitor,Electronics,Multan,10,417.46,331.5,Retail Store,JazzCash,Maham,4174.6,3315.0,859.6,20.59,2025,12,9
ORD-00161,2025-07-04,Headphones,Accessories,Rawalpindi,5,152.3,123.54,Online,Cash,Ayesha,761.5,617.7,143.8,18.88,2025,7,4
ORD-00204,2025-10-16,Monitor,Electronics,Karachi,6,309.31,263.6,Retail Store,Debit Card,Sara,1855.86,1581.6,274.26,14.78,2025,10,16
ORD-07074,2025-05-08,Headphones,Accessories,Faisalabad,1,168.22,90.57,Online,JazzCash,Usman,168.22,90.57,77.65,46.16,2025,5,8
ORD-05921,2025-04-22,Laptop,Electronics,Karachi,3,930.59,813.55,Corporate,JazzCash,Ayesha,2791.77,2440.65,351.12,12.58,2025,4,22
ORD-04934,2025-09-27,Monitor,Electronics,Faisalabad,8,405.26,292.04,Corporate,Cash,Ali,3242.08,2336.32,905.76,27.94,2025,9,27
ORD-02935,2025-11-26,Webcam,Accessories,Faisalabad,3,64.85,56.49,Retail Store,Credit Card,Zoya,194.55,169.47,25.08,12.89,2025,11,26
ORD-07357,2025-01-07,Laptop,Electronics,Faisalabad,9,1350.61,792.73,Retail Store,Debit Card,Maham,12155.49,7134.57,5020.92,41.31,2025,1,7
ORD-02436,2025-02-08,Tablet,Electronics,Lahore,9,285.77,250.64,Online,Debit Card,Ayesha,2571.93,2255.76,316.17,12.29,2025,2,8
ORD-01231,2025-06-27,Tablet,Electronics,Peshawar,7,707.64,379.85,Online,Credit Card,Ali,4953.48,2658.95,2294.53,46.32,2025,6,27
ORD-08695,2025-04-29,Desk,Furniture,Lahore,1,294.09,208.26,Corporate,Cash,Maham,294.09,208.26,85.83,29.18,2025,4,29
ORD-03047,2025-07-25,Tablet,Electronics,Islamabad,7,582.43,351.86,Online,Debit Card,Zoya,4077.01,2463.02,1613.99,39.59,2025,7,25
ORD-09675,2025-12-31,Desk,Furniture,Rawalpindi,6,602.1,263.53,Online,JazzCash,Sara,3612.6,1581.18,2031.42,56.23,2025,12,31
ORD-09231,2025-03-15,Wireless Mouse,Accessories,Islamabad,6,71.34,48.89,Online,JazzCash,Danish,428.04,293.34,134.7,31.47,2025,3,15
ORD-07701,2025-05-16,Smartphone,Electronics,Faisalabad,5,414.57,224.25,Online,Cash,Bilal,2072.85,1121.25,951.6,45.91,2025,5,16
ORD-06437,2025-05-08,Desk,Furniture,Rawalpindi,1,456.03,303.15,Corporate,Bank Transfer,Hamza,456.03,303.15,152.88,33.52,2025,5,8
ORD-04252,2025-10-30,Desk,Furniture,Rawalpindi,1,389.18,171.15,Corporate,Bank Transfer,Ali,389.18,171.15,218.03,56.02,2025,10,30
ORD-05875,2025-01-02,Keyboard,Accessories,Multan,3,109.06,64.74,Online,JazzCash,Sara,327.18,194.22,132.96,40.64,2025,1,2
ORD-03294,2025-09-06,External SSD,Electronics,Karachi,5,156.82,74.96,Online,Debit Card,Hamza,784.1,374.8,409.3,52.2,2025,9,6
ORD-04035,2025-05-20,Monitor,Electronics,Multan,5,294.64,226.45,Retail Store,Credit Card,Hamza,1473.2,1132.25,340.95,23.14,2025,5,20
ORD-08148,2025-06-15,Webcam,Accessories,Rawalpindi,9,150.37,78.4,Corporate,Bank Transfer,Hamza,1353.33,705.6,647.73,47.86,2025,6,15
ORD-04291,2025-03-10,Tablet,Electronics,Peshawar,3,542.59,318.01,Online,Debit Card,Ali,1627.77,954.03,673.74,41.39,2025,3,10
ORD-04335,2025-11-27,Wireless Mouse,Accessories,Peshawar,8,61.97,10.06,Online,Debit Card,Bilal,495.76,80.48,415.28,83.77,2025,11,27
ORD-05959,2025-10-17,Wireless Mouse,Accessories,Multan,3,48.68,14.44,Retail Store,Debit Card,Usman,146.04,43.32,102.72,70.34,2025,10,17
ORD-03878,2025-06-04,Keyboard,Accessories,Peshawar,1,102.26,56.4,Corporate,JazzCash,Hina,102.26,56.4,45.86,44.85,2025,6,4
ORD-05454,2025-06-16,External SSD,Electronics,Lahore,5,163.67,142.16,Corporate,Credit Card,Hina,818.35,710.8,107.55,13.14,2025,6,16
ORD-04754,2025-02-15,Laptop,Electronics,Faisalabad,3,1176.56,657.6,Retail Store,Credit Card,Sara,3529.68,1972.8,1556.88,44.11,2025,2,15
ORD-04887,2025-08-13,Laptop,Electronics,Peshawar,6,1206.49,977.0,Retail Store,Credit Card,Danish,7238.94,5862.0,1376.94,19.02,2025,8,13
ORD-00858,2025-07-26,Smartphone,Electronics,Rawalpindi,5,474.41,291.36,Retail Store,Cash,Hina,2372.05,1456.8,915.25,38.58,2025,7,26
ORD-09696,2025-02-24,Desk,Furniture,Faisalabad,1,530.51,414.91,Corporate,Debit Card,Bilal,530.51,414.91,115.6,21.79,2025,2,24
ORD-09033,2025-04-21,Wireless Mouse,Accessories,Karachi,1,56.71,36.29,Online,Debit Card,Zoya,56.71,36.29,20.42,36.01,2025,4,21
ORD-02562,2025-01-03,Wireless Mouse,Accessories,Islamabad,8,25.9,16.62,Online,Credit Card,Usman,207.2,132.96,74.24,35.83,2025,1,3
ORD-03802,2025-10-21,Laptop,Electronics,Peshawar,2,1419.08,770.35,Corporate,Cash,Ali,2838.16,1540.7,1297.46,45.71,2025,10,21
ORD-02641,2025-07-12,Smartphone,Electronics,Peshawar,4,571.28,276.9,Online,JazzCash,Hina,2285.12,1107.6,1177.52,51.53,2025,7,12
ORD-06418,2025-12-29,Headphones,Accessories,Multan,1,67.66,55.53,Online,Cash,Zoya,67.66,55.53,12.13,17.93,2025,12,29
ORD-04491,2025-11-27,Smartphone,Electronics,Lahore,2,1199.27,873.51,Online,Bank Transfer,Usman,2398.54,1747.02,651.52,27.16,2025,11,27
ORD-02348,2025-01-09,Wireless Mouse,Accessories,Sialkot,6,55.53,21.42,Online,JazzCash,Zoya,333.18,128.52,204.66,61.43,2025,1,9
ORD-00650,2025-10-06,Wireless Mouse,Accessories,Sialkot,2,29.83,15.17,Retail Store,Credit Card,Ayesha,59.66,30.34,29.32,49.15,2025,10,6
ORD-02782,2025-02-09,Keyboard,Accessories,Karachi,6,51.68,22.08,Corporate,Credit Card,Sara,310.08,132.48,177.6,57.28,2025,2,9
ORD-08543,2025-11-19,Desk,Furniture,Karachi,1,446.99,199.3,Corporate,Debit Card,Zoya,446.99,199.3,247.69,55.41,2025,11,19
ORD-08563,2025-03-20,External SSD,Electronics,Sialkot,9,100.76,80.64,Online,Cash,Hina,906.84,725.76,181.08,19.97,2025,3,20
ORD-08697,2025-01-26,Keyboard,Accessories,Lahore,10,94.49,74.13,Corporate,Credit Card,Zoya,944.9,741.3,203.6,21.55,2025,1,26
ORD-05765,2025-11-18,Monitor,Electronics,Karachi,3,233.47,173.3,Online,Debit Card,Hamza,700.41,519.9,180.51,25.77,2025,11,18
ORD-00616,2025-07-23,External SSD,Electronics,Sialkot,7,124.59,94.15,Retail Store,JazzCash,Zoya,872.13,659.05,213.08,24.43,2025,7,23
ORD-08467,2025-11-08,Webcam,Accessories,Rawalpindi,7,49.24,33.06,Corporate,JazzCash,Bilal,344.68,231.42,113.26,32.86,2025,11,8
ORD-02576,2025-09-14,Smartphone,Electronics,Sialkot,6,391.85,268.69,Retail Store,Bank Transfer,Maham,2351.1,1612.14,738.96,31.43,2025,9,14
ORD-00054,2025-12-04,Laptop,Electronics,Peshawar,5,959.47,830.12,Corporate,Credit Card,Zoya,4797.35,4150.6,646.75,13.48,2025,12,4
ORD-03341,2025-08-21,Monitor,Electronics,Rawalpindi,7,294.12,260.63,Corporate,Cash,Ayesha,2058.84,1824.41,234.43,11.39,2025,8,21
ORD-07071,2025-03-01,Headphones,Accessories,Faisalabad,9,128.27,30.46,Online,JazzCash,Zoya,1154.43,274.14,880.29,76.25,2025,3,1
ORD-01706,2025-05-03,Keyboard,Accessories,Islamabad,2,49.63,31.46,Retail Store,JazzCash,Usman,99.26,62.92,36.34,36.61,2025,5,3
ORD-09080,2025-12-16,Wireless Mouse,Accessories,Rawalpindi,5,81.24,10.6,Retail Store,Credit Card,Sara,406.2,53.0,353.2,86.95,2025,12,16
ORD-05654,2025-09-04,Webcam,Accessories,Faisalabad,9,132.48,84.6,Corporate,Credit Card,Sara,1192.32,761.4,430.92,36.14,2025,9,4
ORD-01494,2025-09-01,External SSD,Electronics,Lahore,8,213.57,87.53,Online,Bank Transfer,Danish,1708.56,700.24,1008.32,59.02,2025,9,1
ORD-09984,2025-09-07,Desk,Furniture,Faisalabad,10,556.24,324.23,Retail Store,Credit Card,Bilal,5562.4,3242.3,2320.1,41.71,2025,9,7
ORD-05658,2025-11-28,Desk,Furniture,Sialkot,8,433.99,285.96,Online,Bank Transfer,Usman,3471.92,2287.68,1184.24,34.11,2025,11,28
ORD-00804,2025-01-06,Office Chair,Furniture,Islamabad,10,150.67,118.18,Online,Bank Transfer,Sara,1506.7,1181.8,324.9,21.56,2025,1,6
ORD-04954,2025-06-26,Keyboard,Accessories,Rawalpindi,2,51.46,27.86,Corporate,Cash,Hamza,102.92,55.72,47.2,45.86,2025,6,26
ORD-09641,2025-04-13,Printer,Office,Karachi,4,215.51,176.55,Online,Debit Card,Danish,862.04,706.2,155.84,18.08,2025,4,13
ORD-08093,2025-06-08,External SSD,Electronics,Islamabad,2,134.12,109.73,Corporate,Credit Card,Ayesha,268.24,219.46,48.78,18.19,2025,6,8
ORD-00991,2025-09-26,Printer,Office,Faisalabad,3,444.53,204.49,Retail Store,Debit Card,Ali,1333.59,613.47,720.12,54.0,2025,9,26
ORD-02775,2025-04-12,Keyboard,Accessories,Islamabad,2,51.8,24.52,Online,JazzCash,Hamza,103.6,49.04,54.56,52.66,2025,4,12
ORD-09323,2025-05-14,Desk,Furniture,Karachi,4,473.7,403.85,Online,Bank Transfer,Bilal,1894.8,1615.4,279.4,14.75,2025,5,14
ORD-06449,2025-01-09,Laptop,Electronics,Islamabad,3,1025.2,854.37,Retail Store,Cash,Bilal,3075.6,2563.11,512.49,16.66,2025,1,9
ORD-03514,2025-07-31,Printer,Office,Rawalpindi,5,297.59,262.45,Online,Cash,Zoya,1487.95,1312.25,175.7,11.81,2025,7,31
ORD-05504,2025-11-07,Wireless Mouse,Accessories,Peshawar,1,70.15,37.54,Online,Cash,Danish,70.15,37.54,32.61,46.49,2025,11,7
ORD-08419,2025-06-17,Webcam,Accessories,Islamabad,3,74.03,50.31,Retail Store,Debit Card,Usman,222.09,150.93,71.16,32.04,2025,6,17
ORD-00220,2025-01-19,Laptop,Electronics,Faisalabad,6,1260.94,885.73,Online,Credit Card,Usman,7565.64,5314.38,2251.26,29.76,2025,1,19
ORD-07320,2025-10-08,Keyboard,Accessories,Multan,2,89.47,75.6,Corporate,Debit Card,Hina,178.94,151.2,27.74,15.5,2025,10,8
ORD-01289,2025-03-19,External SSD,Electronics,Islamabad,7,246.48,178.04,Online,Cash,Zoya,1725.36,1246.28,479.08,27.77,2025,3,19
ORD-03164,2025-11-05,Laptop,Electronics,Karachi,5,1381.16,703.05,Corporate,Credit Card,Maham,6905.8,3515.25,3390.55,49.1,2025,11,5
ORD-04679,2025-03-12,Monitor,Electronics,Karachi,9,346.09,278.16,Retail Store,Cash,Ayesha,3114.81,2503.44,611.37,19.63,2025,3,12
ORD-02619,2025-10-29,Headphones,Accessories,Sialkot,8,71.4,39.6,Retail Store,Bank Transfer,Hamza,571.2,316.8,254.4,44.54,2025,10,29
ORD-03613,2025-06-11,Smartphone,Electronics,Faisalabad,9,492.57,425.71,Online,Credit Card,Usman,4433.13,3831.39,601.74,13.57,2025,6,11
ORD-00044,2025-10-14,Printer,Office,Islamabad,7,185.71,125.14,Corporate,Credit Card,Maham,1299.97,875.98,423.99,32.62,2025,10,14
ORD-07878,2025-10-02,Laptop,Electronics,Multan,10,1052.9,915.92,Corporate,JazzCash,Ayesha,10529.0,9159.2,1369.8,13.01,2025,10,2
ORD-06558,2025-04-01,Office Chair,Furniture,Islamabad,1,325.05,194.05,Online,JazzCash,Zoya,325.05,194.05,131.0,40.3,2025,4,1
ORD-03793,2025-08-16,Tablet,Electronics,Lahore,1,360.62,200.28,Corporate,Credit Card,Usman,360.62,200.28,160.34,44.46,2025,8,16
ORD-03572,2025-06-12,Wireless Mouse,Accessories,Islamabad,5,36.97,13.6,Online,Bank Transfer,Bilal,184.85,68.0,116.85,63.21,2025,6,12
ORD-03586,2025-12-18,Smartphone,Electronics,Multan,2,572.55,354.63,Corporate,Debit Card,Ayesha,1145.1,709.26,435.84,38.06,2025,12,18
ORD-01504,2025-03-13,External SSD,Electronics,Peshawar,10,240.87,111.51,Retail Store,Credit Card,Sara,2408.7,1115.1,1293.6,53.71,2025,3,13
ORD-05582,2025-12-23,Keyboard,Accessories,Peshawar,10,103.69,40.9,Retail Store,Cash,Hina,1036.9,409.0,627.9,60.56,2025,12,23
ORD-09851,2025-02-09,Tablet,Electronics,Rawalpindi,9,503.88,288.54,Online,Credit Card,Zoya,4534.92,2596.86,1938.06,42.74,2025,2,9
ORD-03440,2025-02-19,Tablet,Electronics,Multan,4,450.51,333.44,Online,JazzCash,Usman,1802.04,1333.76,468.28,25.99,2025,2,19
ORD-01893,2025-06-24,Monitor,Electronics,Islamabad,8,441.71,310.2,Corporate,Debit Card,Maham,3533.68,2481.6,1052.08,29.77,2025,6,24
ORD-09343,2025-02-14,Office Chair,Furniture,Faisalabad,6,230.22,113.57,Corporate,Bank Transfer,Zoya,1381.32,681.42,699.9,50.67,2025,2,14
ORD-05256,2025-06-21,Office Chair,Furniture,Lahore,6,353.54,259.63,Online,JazzCash,Maham,2121.24,1557.78,563.46,26.56,2025,6,21
ORD-01956,2025-03-07,Webcam,Accessories,Faisalabad,6,119.15,57.62,Corporate,Bank Transfer,Usman,714.9,345.72,369.18,51.64,2025,3,7
ORD-05168,2025-06-22,Desk,Furniture,Lahore,1,643.77,242.0,Online,Credit Card,Hina,643.77,242.0,401.77,62.41,2025,6,22
ORD-04815,2025-07-09,Printer,Office,Rawalpindi,8,422.45,337.94,Retail Store,Debit Card,Zoya,3379.6,2703.52,676.08,20.0,2025,7,9
ORD-09658,2025-02-11,Printer,Office,Faisalabad,3,432.62,203.27,Online,Credit Card,Usman,1297.86,609.81,688.05,53.01,2025,2,11
ORD-01506,2025-12-04,Webcam,Accessories,Lahore,8,81.97,48.05,Retail Store,Debit Card,Ayesha,655.76,384.4,271.36,41.38,2025,12,4
ORD-00671,2025-08-10,Tablet,Electronics,Faisalabad,1,441.41,386.9,Retail Store,Credit Card,Bilal,441.41,386.9,54.51,12.35,2025,8,10
ORD-08927,2025-06-17,Headphones,Accessories,Karachi,8,130.75,105.09,Retail Store,Cash,Bilal,1046.0,840.72,205.28,19.63,2025,6,17
ORD-07915,2025-05-16,Printer,Office,Faisalabad,9,417.12,262.13,Corporate,JazzCash,Maham,3754.08,2359.17,1394.91,37.16,2025,5,16
ORD-00898,2025-08-19,Wireless Mouse,Accessories,Sialkot,5,30.76,16.43,Corporate,JazzCash,Bilal,153.8,82.15,71.65,46.59,2025,8,19
ORD-06687,2025-07-27,Tablet,Electronics,Sialkot,2,291.13,188.29,Corporate,JazzCash,Sara,582.26,376.58,205.68,35.32,2025,7,27
ORD-02667,2025-04-05,Keyboard,Accessories,Lahore,6,36.31,26.12,Corporate,JazzCash,Zoya,217.86,156.72,61.14,28.06,2025,4,5
ORD-03194,2025-11-18,Tablet,Electronics,Rawalpindi,1,589.14,394.74,Retail Store,Bank Transfer,Hamza,589.14,394.74,194.4,33.0,2025,11,18
ORD-02891,2025-01-28,Monitor,Electronics,Lahore,9,279.18,168.44,Online,Debit Card,Ali,2512.62,1515.96,996.66,39.67,2025,1,28
ORD-05720,2025-11-28,Webcam,Accessories,Multan,4,154.45,85.18,Online,JazzCash,Hina,617.8,340.72,277.08,44.85,2025,11,28
ORD-02622,2025-11-10,Desk,Furniture,Rawalpindi,8,583.5,298.17,Online,Cash,Zoya,4668.0,2385.36,2282.64,48.9,2025,11,10
ORD-08935,2025-09-11,Webcam,Accessories,Islamabad,4,125.65,81.59,Retail Store,Bank Transfer,Hamza,502.6,326.36,176.24,35.07,2025,9,11
ORD-05984,2025-08-12,Keyboard,Accessories,Multan,2,58.33,51.86,Retail Store,Cash,Hina,116.66,103.72,12.94,11.09,2025,8,12
ORD-00003,2025-07-19,Keyboard,Accessories,Rawalpindi,10,89.73,69.37,Retail Store,Credit Card,Ali,897.3,693.7,203.6,22.69,2025,7,19
ORD-02371,2025-11-03,Tablet,Electronics,Lahore,7,762.21,441.05,Retail Store,JazzCash,Ayesha,5335.47,3087.35,2248.12,42.14,2025,11,3
ORD-07950,2025-07-27,Smartphone,Electronics,Peshawar,9,641.16,493.85,Online,Credit Card,Hamza,5770.44,4444.65,1325.79,22.98,2025,7,27
ORD-01770,2025-04-19,External SSD,Electronics,Rawalpindi,8,162.89,145.99,Online,Cash,Ali,1303.12,1167.92,135.2,10.38,2025,4,19
